DS_ID,DATASOURCE,UNIPROT_ID,GENE_SYMBOL,GENE_NAME,GENE_SYNONYMS,BIOMOLECULE_TYPE
,UniProtKB,V9GYI1,LIME1,Lck interacting transmembrane adaptor 1,LIME1,protein
,UniProtKB,V9GYI2,C1orf109,Uncharacterized protein C1orf109,C1orf109,protein
,UniProtKB,V9GYI8,RABGEF1,A20-type domain-containing protein,RABGEF1,protein
,UniProtKB,V9GYJ2,ZNF30,KRAB domain-containing protein,ZNF30,protein
,UniProtKB,V9GYJ3,DAP3,Small ribosomal subunit protein mS29,DAP3,protein
,RNAcentral,URS000075A6B8_9606,URS000075A6B8_9606,Homo sapiens (human) microRNA hsa-mir-557 precursor,,gene_product
,RNAcentral,URS000075A6D0_9606,URS000075A6D0_9606,Homo sapiens (human) microRNA mir-365,,gene_product
,RNAcentral,URS000075A711_9606,URS000075A711_9606,Homo sapiens (human) long intergenic non-protein coding RNA 2591 (LINC02591),,gene_product
,RNAcentral,URS000075A722_9606,URS000075A722_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 99 (SNORD99)",,snoRNA
,RNAcentral,URS000075A742_9606,URS000075A742_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 19B (SNORD19B)",,snoRNA
,RNAcentral,URS000075A77B_9606,URS000075A77B_9606,"Homo sapiens (human) small nucleolar RNA, H/ACA box 17B (SNORA17B)",,snoRNA
,RNAcentral,URS000075A79D_9606,URS000075A79D_9606,Homo sapiens (human) hsa-miR-636,,miRNA
,RNAcentral,URS000075A7C0_9606,URS000075A7C0_9606,Homo sapiens (human) microRNA hsa-mir-376b precursor,,gene_product
,RNAcentral,URS000075A7C1_9606,URS000075A7C1_9606,Homo sapiens (human) microRNA hsa-mir-562 precursor,,gene_product
,RNAcentral,URS000075A7D4_9606,URS000075A7D4_9606,Homo sapiens (human) non-protein coding LRRC75A-AS1:85,,gene_product
,RNAcentral,URS000075A7FA_9606,URS000075A7FA_9606,Homo sapiens (human) microRNA hsa-mir-499b precursor,,gene_product
,RNAcentral,URS000075A823_9606,URS000075A823_9606,"Homo sapiens (human) RNA, 45S pre-ribosomal N5 (RNA45SN5)",,rRNA
,RNAcentral,URS000075A82F_9606,URS000075A82F_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 116-25 (SNORD116-25)",,snoRNA
,RNAcentral,URS000075A858_9606,URS000075A858_9606,"Homo sapiens MIR22 host gene, transcript variant 2 (MIR22HG)",,gene_product
,RNAcentral,URS000075A871_9606,URS000075A871_9606,Homo sapiens (human) non-protein coding lnc-PPIAL4D-19:2,,gene_product
,RNAcentral,URS000075A884_9606,URS000075A884_9606,Homo sapiens (human) microRNA hsa-mir-200a precursor,,gene_product
,RNAcentral,URS000075A912_9606,URS000075A912_9606,Homo sapiens (human) hsa-miR-4433b-5p,,miRNA
,RNAcentral,URS000075A92F_9606,URS000075A92F_9606,Homo sapiens (human) non-protein coding CDKN2B-AS1:15,,gene_product
,RNAcentral,URS000075A939_9606,URS000075A939_9606,Homo sapiens (human) microRNA hsa-mir-124 precursor (hsa-mir-124-1),,gene_product
,RNAcentral,URS000075A9AB_9606,URS000075A9AB_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 116-29 (SNORD116-29)",,snoRNA
,RNAcentral,URS000075AA41_9606,URS000075AA41_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 103C (SNORD103C)",,snoRNA
,RNAcentral,URS000075AAAD_9606,URS000075AAAD_9606,Homo sapiens (human) microRNA hsa-mir-376c precursor,,gene_product
,RNAcentral,URS000075AAF7_9606,URS000075AAF7_9606,Homo sapiens (human) small Cajal body-specific RNA 9 (SCARNA9),,snoRNA
,RNAcentral,URS000075AB1D_9606,URS000075AB1D_9606,Homo sapiens (human) hsa-miR-6797-3p,,miRNA
,RNAcentral,URS000075AB31_9606,URS000075AB31_9606,Homo sapiens (human) microRNA 320c-2 (ENSG00000212051.1),,gene_product
,RNAcentral,URS000075AB34_9606,URS000075AB34_9606,Homo sapiens (human) non-protein coding SIX3-AS1:4,,gene_product
,RNAcentral,URS000075AB81_9606,URS000075AB81_9606,Homo sapiens (human) microRNA hsa-mir-323a precursor,,gene_product
,RNAcentral,URS000075AB92_9606,URS000075AB92_9606,"Homo sapiens small nucleolar RNA, C/D box 114-13 (SNORD114-13)",,snoRNA
,RNAcentral,URS000075ABA3_9606,URS000075ABA3_9606,Homo sapiens (human) microRNA hsa-mir-382 precursor,,gene_product
,RNAcentral,URS000075ABAA_9606,URS000075ABAA_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 116-14 (SNORD116-14)",,snoRNA
,RNAcentral,URS000075ABEC_9606,URS000075ABEC_9606,Homo sapiens (human) microRNA hsa-mir-760 precursor,,gene_product
,RNAcentral,URS000075ABF4_9606,URS000075ABF4_9606,Homo sapiens (human) microRNA hsa-mir-605 precursor,,gene_product
,RNAcentral,URS000075AC6B_9606,URS000075AC6B_9606,Homo sapiens (human) microRNA hsa-mir-455 precursor,,gene_product
,RNAcentral,URS000075AC72_9606,URS000075AC72_9606,Homo sapiens (human) microRNA hsa-mir-3184 precursor,,gene_product
,RNAcentral,URS000075AC87_9606,URS000075AC87_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 116-23 (SNORD116-23)",,snoRNA
,RNAcentral,URS000075ACBD_9606,URS000075ACBD_9606,Homo sapiens (human) microRNA hsa-mir-203a precursor,,gene_product
,RNAcentral,URS000075AD0A_9606,URS000075AD0A_9606,Homo sapiens (human) microRNA hsa-mir-500b precursor,,gene_product
,RNAcentral,URS000075AD20_9606,URS000075AD20_9606,"Homo sapiens small nucleolar RNA, C/D box 114-29 (SNORD114-29)",,snoRNA
,RNAcentral,URS000075AD80_9606,URS000075AD80_9606,"Homo sapiens (human) RNA, variant U1 small nuclear 19 (RNVU1-19)",,snRNA
,RNAcentral,URS000075ADBA_9606,URS000075ADBA_9606,"Homo sapiens (human) RNA, U4atac small nuclear (RNU4ATAC)",,ncRNA
,RNAcentral,URS000075ADDA_9606,URS000075ADDA_9606,"Homo sapiens small nucleolar RNA, C/D box 114-16 (SNORD114-16)",,snoRNA
,RNAcentral,URS000075ADDC_9606,URS000075ADDC_9606,"Homo sapiens small nucleolar RNA, C/D box 114-17 (SNORD114-17)",,snoRNA
,RNAcentral,URS000075ADFF_9606,URS000075ADFF_9606,Homo sapiens (human) colon cancer associated transcript 1 (CCAT1),,gene_product
,RNAcentral,URS000075AE07_9606,URS000075AE07_9606,Homo sapiens (human) microRNA hsa-mir-142 precursor,,gene_product
,RNAcentral,URS000075AE0D_9606,URS000075AE0D_9606,Homo sapiens (human) ELOVL2 antisense RNA 1 (ELOVL2-AS1),,gene_product
,RNAcentral,URS000075AE48_9606,URS000075AE48_9606,Homo sapiens (human) microRNA hsa-mir-190b precursor,,gene_product
,RNAcentral,URS000075AF10_9606,URS000075AF10_9606,Homo sapiens (human) microRNA hsa-mir-377 precursor,,gene_product
,RNAcentral,URS000075AF2D_9606,URS000075AF2D_9606,"Homo sapiens small nucleolar RNA, C/D box 114-12 (SNORD114-12)",,snoRNA
,RNAcentral,URS000075AF3E_9606,URS000075AF3E_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 116-21 (SNORD116-21)",,snoRNA
,RNAcentral,URS000075AF4A_9606,URS000075AF4A_9606,Homo sapiens (human) hsa-miR-1825,,miRNA
,RNAcentral,URS000075AF6E_9606,URS000075AF6E_9606,Homo sapiens (human) microRNA hsa-mir-1178 precursor,,gene_product
,RNAcentral,URS000075AF8C_9606,URS000075AF8C_9606,Homo sapiens (human) hsa-miR-552-5p,,miRNA
,RNAcentral,URS000075AF9C_9606,URS000075AF9C_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 121B (SNORD121B)",,snoRNA
,RNAcentral,URS000075AFAE_9606,URS000075AFAE_9606,Homo sapiens (human) hsa-miR-6800-5p,,miRNA
,RNAcentral,URS000075AFFB_9606,URS000075AFFB_9606,"Homo sapiens (human) small nucleolar RNA, H/ACA box 49 (SNORA49)",,snoRNA
,RNAcentral,URS000075AFFC_9606,URS000075AFFC_9606,"Homo sapiens small nucleolar RNA, C/D box 114-15 (SNORD114-15)",,snoRNA
,RNAcentral,URS000075B015_9606,URS000075B015_9606,Homo sapiens (human) non-protein coding lnc-NBPF11-1:18,,gene_product
,RNAcentral,URS000075B029_9606,URS000075B029_9606,"Homo sapiens (human) RNA, U5B small nuclear 1 (RNU5B-1)",,snRNA
,RNAcentral,URS000075B09E_9606,URS000075B09E_9606,Homo sapiens (human) mir-95 microRNA precursor family,,gene_product
,RNAcentral,URS00008BBB41_9606,URS00008BBB41_9606,Homo sapiens (human) non-protein coding lnc-ARIH1-4:1,,gene_product
,RNAcentral,URS00008BBBF2_9606,URS00008BBBF2_9606,Homo sapiens (human) non-protein coding lnc-DLK1-35:108,,gene_product
,RNAcentral,URS00008BBC10_9606,URS00008BBC10_9606,Homo sapiens (human) non-protein coding lnc-CEP350-2:1,,gene_product
,RNAcentral,URS00008BBC2E_9606,URS00008BBC2E_9606,Homo sapiens (human) non-protein coding lnc-LDLR-2:1,,gene_product
,RNAcentral,URS00008BBC50_9606,URS00008BBC50_9606,Homo sapiens (human) non-protein coding lnc-ZNF717-8:1,,gene_product
,RNAcentral,URS00008BBC61_9606,URS00008BBC61_9606,Homo sapiens (human) non-protein coding lnc-WDCP-1:1,,gene_product
,RNAcentral,URS00008BBCAA_9606,URS00008BBCAA_9606,Homo sapiens (human) non-protein coding lnc-CES1-5:1,,gene_product
,RNAcentral,URS00008BBCD5_9606,URS00008BBCD5_9606,Homo sapiens (human) non-protein coding lnc-SFPQ-6:1,,gene_product
,RNAcentral,URS00008BBCF8_9606,URS00008BBCF8_9606,Homo sapiens (human) non-protein coding lnc-TANK-6:1,,gene_product
,RNAcentral,URS00008BBDAF_9606,URS00008BBDAF_9606,Homo sapiens (human) non-protein coding lnc-GSG1-1:1,,gene_product
,RNAcentral,URS00008BBE0D_9606,URS00008BBE0D_9606,Homo sapiens (human) non-protein coding lnc-STOX2-7:1,,gene_product
,RNAcentral,URS00008BBE62_9606,URS00008BBE62_9606,Homo sapiens (human) non-protein coding lnc-PIGN-8:1,,gene_product
,RNAcentral,URS00008BBE72_9606,URS00008BBE72_9606,Homo sapiens (human) non-protein coding lnc-VSTM5-1:11,,gene_product
,RNAcentral,URS00008BBE9F_9606,URS00008BBE9F_9606,Homo sapiens (human) non-protein coding TUG1:8,,gene_product
,RNAcentral,URS00008BBEAD_9606,URS00008BBEAD_9606,Homo sapiens (human) non-protein coding CDKN2B-AS1:14,,gene_product
,RNAcentral,URS00008BC007_9606,URS00008BC007_9606,Homo sapiens (human) non-protein coding lnc-TECR-3:1,,gene_product
,RNAcentral,URS00008BC05F_9606,URS00008BC05F_9606,Homo sapiens (human) non-protein coding OVAAL:3,,gene_product
,RNAcentral,URS00008BC08D_9606,URS00008BC08D_9606,Homo sapiens (human) non-protein coding lnc-PUS10-3:1,,gene_product
,RNAcentral,URS00008BC0C1_9606,URS00008BC0C1_9606,Homo sapiens (human) non-protein coding lnc-EPB41-1:1,,gene_product
,RNAcentral,URS00008BC10E_9606,URS00008BC10E_9606,Homo sapiens (human) non-protein coding lnc-SNAI1-3:1,,gene_product
,RNAcentral,URS00008BC177_9606,URS00008BC177_9606,Homo sapiens (human) non-protein coding HOXA11-AS:8,,gene_product
,RNAcentral,URS00008BC1D5_9606,URS00008BC1D5_9606,Homo sapiens (human) non-protein coding lnc-PDK4-1:1,,gene_product
,RNAcentral,URS00008BC33F_9606,URS00008BC33F_9606,Homo sapiens (human) non-protein coding lnc-SPECC1-3:1,,gene_product
,RNAcentral,URS00008BC353_9606,URS00008BC353_9606,Homo sapiens (human) non-protein coding lnc-SLC16A2-1:1,,gene_product
,RNAcentral,URS00008BC37D_9606,URS00008BC37D_9606,Homo sapiens (human) non-protein coding lnc-BTF3L4-3:1,,gene_product
,RNAcentral,URS00008BC38C_9606,URS00008BC38C_9606,Homo sapiens (human) non-protein coding lnc-SPATA31A7-12:1,,gene_product
,RNAcentral,URS00008BC3AD_9606,URS00008BC3AD_9606,Homo sapiens (human) non-protein coding lnc-CA14-3:1,,gene_product
,RNAcentral,URS00008BC3B2_9606,URS00008BC3B2_9606,Homo sapiens (human) non-protein coding lnc-NOCT-13:2,,gene_product
,RNAcentral,URS00008BC3C1_9606,URS00008BC3C1_9606,Homo sapiens (human) non-protein coding lnc-RTL4-1:1,,gene_product
,RNAcentral,URS00008BC44A_9606,URS00008BC44A_9606,Homo sapiens (human) non-protein coding lnc-P2RY4-2:1,,gene_product
,RNAcentral,URS00008BC486_9606,URS00008BC486_9606,Homo sapiens (human) non-protein coding lnc-ZNF143-3:1,,gene_product
,RNAcentral,URS00008BC4DA_9606,URS00008BC4DA_9606,Homo sapiens (human) non-protein coding lnc-GOLGA8H-5:1,,gene_product
,RNAcentral,URS00008BC4DD_9606,URS00008BC4DD_9606,Homo sapiens (human) non-protein coding lnc-EPN2-3:3,,gene_product
,RNAcentral,URS00008BC5B4_9606,URS00008BC5B4_9606,Homo sapiens (human) non-protein coding lnc-POLR3A-3:1,,gene_product
,RNAcentral,URS00008BC5CD_9606,URS00008BC5CD_9606,Homo sapiens (human) non-protein coding MIR22HG:4,,gene_product
,RNAcentral,URS00008BC5E5_9606,URS00008BC5E5_9606,Homo sapiens (human) non-protein coding lnc-SLC35E1-2:1,,gene_product
,RNAcentral,URS00008BC63E_9606,URS00008BC63E_9606,Homo sapiens (human) non-protein coding lnc-DUSP26-4:1,,gene_product
,RNAcentral,URS00008BC64D_9606,URS00008BC64D_9606,Homo sapiens (human) non-protein coding lnc-RP9-4:1,,gene_product
,RNAcentral,URS00008BC6A6_9606,URS00008BC6A6_9606,Homo sapiens (human) non-protein coding lnc-HSD17B2-7:1,,gene_product
,RNAcentral,URS00008BC6F3_9606,URS00008BC6F3_9606,Homo sapiens (human) non-protein coding lnc-ARV1-2:1,,gene_product
,RNAcentral,URS00008BC726_9606,URS00008BC726_9606,Homo sapiens (human) non-protein coding HOXA11-AS:5,,gene_product
,RNAcentral,URS00008BC755_9606,URS00008BC755_9606,Homo sapiens (human) non-protein coding ELOVL2-AS1:8,,gene_product
,RNAcentral,URS00008BC75E_9606,URS00008BC75E_9606,Homo sapiens (human) non-protein coding lnc-DLK1-35:109,,gene_product
,RNAcentral,URS00008BC8B1_9606,URS00008BC8B1_9606,Homo sapiens (human) non-protein coding lnc-PTPRM-2:1,,gene_product
,RNAcentral,URS00008BC986_9606,URS00008BC986_9606,Homo sapiens (human) non-protein coding lnc-SUCLA2-11:1,,gene_product
,RNAcentral,URS00008BC98F_9606,URS00008BC98F_9606,Homo sapiens (human) non-protein coding lnc-HTR1D-1:1,,gene_product
,RNAcentral,URS00008BC9F4_9606,URS00008BC9F4_9606,Homo sapiens (human) non-protein coding lnc-ZNF653-1:1,,gene_product
,RNAcentral,URS00008BC9F7_9606,URS00008BC9F7_9606,Homo sapiens (human) non-protein coding lnc-AKR7A2-1:1,,gene_product
,RNAcentral,URS00008BCA0B_9606,URS00008BCA0B_9606,Homo sapiens (human) non-protein coding HOXA11-AS:10,,gene_product
,RNAcentral,URS00008BCA13_9606,URS00008BCA13_9606,Homo sapiens (human) non-protein coding lnc-ABT1-3:5,,gene_product
,RNAcentral,URS00008BCA35_9606,URS00008BCA35_9606,Homo sapiens (human) non-protein coding lnc-TBC1D2B-5:1,,gene_product
,RNAcentral,URS00008BCA3B_9606,URS00008BCA3B_9606,Homo sapiens (human) non-protein coding GAS5:43,,gene_product
,RNAcentral,URS00008BCA87_9606,URS00008BCA87_9606,Homo sapiens (human) non-protein coding lnc-UGT8-6:1,,gene_product
,RNAcentral,URS00008BCAFF_9606,URS00008BCAFF_9606,Homo sapiens (human) non-protein coding lnc-ZMYM5-2:1,,gene_product
,RNAcentral,URS00008BCB4B_9606,URS00008BCB4B_9606,Homo sapiens (human) non-protein coding lnc-ZCCHC9-1:1,,gene_product
,RNAcentral,URS00008BCB79_9606,URS00008BCB79_9606,Homo sapiens (human) non-protein coding lnc-EHBP1-3:1,,gene_product
,RNAcentral,URS00008BCBD5_9606,URS00008BCBD5_9606,Homo sapiens (human) non-protein coding lnc-BARX2-3:1,,gene_product
,RNAcentral,URS00008BCC03_9606,URS00008BCC03_9606,Homo sapiens (human) non-protein coding lnc-LTBP3-2:5,,gene_product
,RNAcentral,URS00008BCC35_9606,URS00008BCC35_9606,Homo sapiens (human) non-protein coding lnc-MANBA-3:1,,gene_product
,RNAcentral,URS00007C5FF1_9606,URS00007C5FF1_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C6A6E_9606,URS00007C6A6E_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C6E61_9606,URS00007C6E61_9606,Homo sapiens (human) tRNA-Leu,,tRNA
,RNAcentral,URS00007C6FFF_9606,URS00007C6FFF_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C7494_9606,URS00007C7494_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C7971_9606,URS00007C7971_9606,Homo sapiens (human) tRNA-Tyr,,tRNA
,RNAcentral,URS00007C823B_9606,URS00007C823B_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C8F80_9606,URS00007C8F80_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C9086_9606,URS00007C9086_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C9508_9606,URS00007C9508_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007C9FC1_9606,URS00007C9FC1_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CA044_9606,URS00007CA044_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CA44A_9606,URS00007CA44A_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CA574_9606,URS00007CA574_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CA646_9606,URS00007CA646_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CB01B_9606,URS00007CB01B_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CB504_9606,URS00007CB504_9606,Homo sapiens (human) tRNA-His,,tRNA
,RNAcentral,URS00007CB807_9606,URS00007CB807_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CB92B_9606,URS00007CB92B_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CBB0F_9606,URS00007CBB0F_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CBE27_9606,URS00007CBE27_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CC052_9606,URS00007CC052_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CC2A3_9606,URS00007CC2A3_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CD22D_9606,URS00007CD22D_9606,Homo sapiens (human) tRNA-His,,tRNA
,RNAcentral,URS00007CD55B_9606,URS00007CD55B_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CD583_9606,URS00007CD583_9606,Homo sapiens (human) MIR22 host gene (ENSG00000282800.1),,gene_product
,RNAcentral,URS00007CDAB9_9606,URS00007CDAB9_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CDF62_9606,URS00007CDF62_9606,Homo sapiens (human) tRNA-Asn,,tRNA
,RNAcentral,URS00007CE61C_9606,URS00007CE61C_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CE670_9606,URS00007CE670_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CF26E_9606,URS00007CF26E_9606,Homo sapiens (human) ZNFX1 antisense RNA 1,,gene_product
,RNAcentral,URS00007CF4C2_9606,URS00007CF4C2_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007CFAF3_9606,URS00007CFAF3_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D10E1_9606,URS00007D10E1_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D118B_9606,URS00007D118B_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D152A_9606,URS00007D152A_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D17A9_9606,URS00007D17A9_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D181A_9606,URS00007D181A_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D1BA1_9606,URS00007D1BA1_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D1F64_9606,URS00007D1F64_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D26C8_9606,URS00007D26C8_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D2766_9606,URS00007D2766_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D2BDF_9606,URS00007D2BDF_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D2F38_9606,URS00007D2F38_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D3273_9606,URS00007D3273_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D362E_9606,URS00007D362E_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D3795_9606,URS00007D3795_9606,Homo sapiens (human) uncharacterized LOC648691,,gene_product
,RNAcentral,URS00007D3BFC_9606,URS00007D3BFC_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D3E58_9606,URS00007D3E58_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D4DD6_9606,URS00007D4DD6_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D5436_9606,URS00007D5436_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D5662_9606,URS00007D5662_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D571D_9606,URS00007D571D_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D5A2B_9606,URS00007D5A2B_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D5A95_9606,URS00007D5A95_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D5B29_9606,URS00007D5B29_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D716B_9606,URS00007D716B_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D7257_9606,URS00007D7257_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D7513_9606,URS00007D7513_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D8B31_9606,URS00007D8B31_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D8BB5_9606,URS00007D8BB5_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D8E7F_9606,URS00007D8E7F_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007D9D5C_9606,URS00007D9D5C_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DAE6C_9606,URS00007DAE6C_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DB210_9606,URS00007DB210_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DB442_9606,URS00007DB442_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DB4CF_9606,URS00007DB4CF_9606,"Homo sapiens (human) novel transcript, antisense to SLC2A11",,gene_product
,RNAcentral,URS00007DB5BE_9606,URS00007DB5BE_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DB90F_9606,URS00007DB90F_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DB910_9606,URS00007DB910_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DBAFA_9606,URS00007DBAFA_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS00007DBB99_9606,URS00007DBB99_9606,Homo sapiens (human) 16S ribosomal RNA,,rRNA
,RNAcentral,URS0000712A20_9606,URS0000712A20_9606,Homo sapiens (human) snoRNA (ENSG00000239197.1),,snoRNA
,RNAcentral,URS0000712A75_9606,URS0000712A75_9606,Homo sapiens (human) scRNA (ENSG00000252765.1),,snoRNA
,RNAcentral,URS0000712AF3_9606,URS0000712AF3_9606,Homo sapiens Small nucleolar RNA U13,,snoRNA
,RNAcentral,URS0000712B11_9606,URS0000712B11_9606,Homo sapiens U6atac minor spliceosomal RNA,,ncRNA
,RNAcentral,URS0000712B90_9606,URS0000712B90_9606,"Homo sapiens (human) tRNA-Asn (anticodon GTT) 9-1 (TRN-GTT9-1, TRN-GTT9-2)",,tRNA
,RNAcentral,URS0000712C24_9606,URS0000712C24_9606,Homo sapiens (human) microRNA hsa-mir-942 precursor,,gene_product
,RNAcentral,URS0000712C6E_9606,URS0000712C6E_9606,Homo sapiens (human) snoRNA (ENSG00000252945.1),,snoRNA
,RNAcentral,URS0000712D41_9606,URS0000712D41_9606,Homo sapiens U6 spliceosomal RNA,,snRNA
,RNAcentral,URS0000712D84_9606,URS0000712D84_9606,Homo sapiens 5S ribosomal RNA,,rRNA
,RNAcentral,URS0000712E64_9606,URS0000712E64_9606,Homo sapiens U6 spliceosomal RNA,,snRNA
,RNAcentral,URS0000712EC3_9606,URS0000712EC3_9606,Homo sapiens microRNA mir-1255,,gene_product
,RNAcentral,URS0000712FCF_9606,URS0000712FCF_9606,Homo sapiens microRNA mir-720,,gene_product
,RNAcentral,URS0000713026_9606,URS0000713026_9606,Homo sapiens microRNA mir-1255,,gene_product
,RNAcentral,URS0000713090_9606,URS0000713090_9606,Homo sapiens microRNA mir-1255,,gene_product
,RNAcentral,URS00007130AE_9606,URS00007130AE_9606,Homo sapiens U6 spliceosomal RNA,,snRNA
,RNAcentral,URS00007131A1_9606,URS00007131A1_9606,Homo sapiens (human) microRNA hsa-mir-521 precursor (hsa-mir-521-1),,gene_product
,RNAcentral,URS00007131B5_9606,URS00007131B5_9606,Homo sapiens microRNA mir-1255,,gene_product
,RNAcentral,URS00007131DA_9606,URS00007131DA_9606,"Homo sapiens (human) small nucleolar RNA, C/D box 36A (ENSG00000199744.1, ENSG00000281907.1)",,snoRNA
,RNAcentral,URS00007131F2_9606,URS00007131F2_9606,Homo sapiens (human) tRNA-Gly (CCC) 5-1 (TRG-CCC5-1),,tRNA
,RNAcentral,URS00007132FF_9606,URS00007132FF_9606,Homo sapiens microRNA mir-1255,,gene_product
,RNAcentral,URS00007134A1_9606,URS00007134A1_9606,Homo sapiens microRNA mir-1302,,gene_product
,RNAcentral,URS0000713663_9606,URS0000713663_9606,Homo sapiens 5S ribosomal RNA,,rRNA
