DS_ID,DATASOURCE,UNIPROT_ID,GENE_SYMBOL,GENE_NAME,GENE_SYNONYMS,BIOMOLECULE_TYPE
,UniProtKB,A0A0C4DH30,IGHV3-16,Probable non-functional immunoglobulin heavy variable 3-16,IGHV3-16,protein
,UniProtKB,A0A0C4DH31,IGHV1-18,Immunoglobulin heavy variable 1-18,IGHV1-18,protein
,UniProtKB,A0A0C4DH32,IGHV3-20,Immunoglobulin heavy variable 3-20,IGHV3-20,protein
,UniProtKB,A0A0C4DH33,IGHV1-24,Immunoglobulin heavy variable 1-24,IGHV1-24,protein
,UniProtKB,A0A0C4DH34,IGHV4-28,Immunoglobulin heavy variable 4-28,IGHV4-28,protein
,UniProtKB,A0A0C4DH35,IGHV3-35,Probable non-functional immunoglobulin heavy variable 3-35,IGHV3-35,protein
,UniProtKB,A0A0C4DH36,IGHV3-38,Probable non-functional immunoglobulin heavy variable 3-38,IGHV3-38,protein
,UniProtKB,A0A0C4DH38,IGHV5-51,Immunoglobulin heavy variable 5-51,IGHV5-51,protein
,UniProtKB,A0A0C4DH39,IGHV1-58,Immunoglobulin heavy variable 1-58,IGHV1-58,protein
,UniProtKB,A0A0C4DH41,IGHV4-61,Immunoglobulin heavy variable 4-61,IGHV4-61,protein
,UniProtKB,A0A0C4DH42,IGHV3-66,Immunoglobulin heavy variable 3-66,IGHV3-66,protein
,UniProtKB,A0A0C4DH43,IGHV2-70D,Immunoglobulin heavy variable 2-70D,IGHV2-70D,protein
,UniProtKB,A0A0C4DH55,IGKV3D-7,Immunoglobulin kappa variable 3D-7,IGKV3D-7,protein
,UniProtKB,A0A0C4DH59,TRBV5-4,T cell receptor beta variable 5-4,TRBV5-4,protein
,UniProtKB,A0A0C4DH62,IGHJ1,Immunoglobulin heavy joining 1,IGHJ1,protein
,UniProtKB,A0A0C4DH67,IGKV1-8,Immunoglobulin kappa variable 1-8,IGKV1-8,protein
,UniProtKB,A0A0C4DH68,IGKV2-24,Immunoglobulin kappa variable 2-24,IGKV2-24,protein
,UniProtKB,A0A0C4DH69,IGKV1-9,Immunoglobulin kappa variable 1-9,IGKV1-9,protein
,UniProtKB,A0A0C4DH72,IGKV1-6,Immunoglobulin kappa variable 1-6,IGKV1-6,protein
,UniProtKB,A0A0C4DH73,IGKV1-12,Immunoglobulin kappa variable 1-12,IGKV1-12,protein
,UniProtKB,A0A0C5B5G6,MT-RNR1,Mitochondrial-derived peptide MOTS-c,MT-RNR1,protein
,UniProtKB,A0A0D9SF12,CCDC163,Transmembrane protein CCDC163,CCDC163|C1orf231|CCDC163P,protein
,UniProtKB,A0A0G2JLE6,KRTAP4-8,HCG2042992,KRTAP4-8|hCG_2042992,protein
,UniProtKB,A0A0G2JMD5,PRAMEF33,PRAME family member 33,PRAMEF33,protein
,UniProtKB,A0A0G2JMH3,LOC107984156,ADP-ribosylation factor-like protein 17 C-terminal domain-containing protein,LOC107984156,protein
,UniProtKB,A0A0G2JMI3,IGHV1-69-2,Immunoglobulin heavy variable 1-69-2,IGHV1-69-2,protein
,UniProtKB,A0A0G2JNH3,A0A0G2JNH3,Olfactory receptor,,protein
,UniProtKB,A0A0G2JS06,IGLV5-39,Immunoglobulin lambda variable 5-39,IGLV5-39,protein
,UniProtKB,A0A0J9YVY3,IGHV7-4-1,Immunoglobulin heavy variable 7-4-1,IGHV7-4-1,protein
,UniProtKB,A0A0J9YWL9,TEX13C,Putative testis-expressed protein 13C,TEX13C,protein
,UniProtKB,A0A0J9YWP8,TRBJ1-3,T cell receptor beta joining 1-3,TRBJ1-3,protein
,UniProtKB,A0A0J9YWX3,TRBJ1-6,T cell receptor beta joining 1-6,TRBJ1-6,protein
,UniProtKB,A0A0J9YX06,TRBJ1-2,T cell receptor beta joining 1-2,TRBJ1-2,protein
,UniProtKB,A0A0J9YX35,IGHV3-64D,Immunoglobulin heavy variable 3-64D,IGHV3-64D,protein
,UniProtKB,A0A0J9YX75,TRBV6-9,T cell receptor beta variable 6-9,TRBV6-9,protein
,UniProtKB,A0A0J9YXA8,TRBJ1-1,T cell receptor beta joining 1-1,TRBJ1-1,protein
,UniProtKB,A0A0J9YXG5,TRBJ1-4,T cell receptor beta joining 1-4,TRBJ1-4,protein
,UniProtKB,A0A0J9YXM7,TRBJ1-5,T cell receptor beta joining 1-5,TRBJ1-5,protein
,UniProtKB,A0A0J9YXX1,IGHV5-10-1,Immunoglobulin heavy variable 5-10-1,IGHV5-10-1,protein
,UniProtKB,A0A0J9YXY3,TRBV6-2,T cell receptor beta variable 6-2,TRBV6-2,protein
,UniProtKB,A0A0J9YY54,TEX13D,Testis-expressed protein 13D,TEX13D,protein
,UniProtKB,A0A0K0K1A3,TRBV10-1,T cell receptor beta variable 10-1,TRBV10-1,protein
,UniProtKB,A0A0K0K1A5,TRBV6-5,T cell receptor beta variable 6-5,TRBV6-5,protein
,UniProtKB,A0A0K0K1B3,TRBV30,T cell receptor beta variable 30,TRBV30,protein
,UniProtKB,A0A0K0K1C0,TRBV11-1,T cell receptor beta variable 11-1,TRBV11-1,protein
,UniProtKB,A0A0K0K1C4,TRBV27,T cell receptor beta variable 27,TRBV27,protein
,UniProtKB,A0A0K0K1D8,TRBV6-1,T cell receptor beta variable 6-1,TRBV6-1,protein
,UniProtKB,A0A0K0K1E9,TRBV7-7,T cell receptor beta variable 7-7,TRBV7-7,protein
,UniProtKB,A0A0K0K1G6,TRBV10-3,T cell receptor beta variable 10-3,TRBV10-3,protein
,UniProtKB,A0A0K0K1G8,TRBV10-2,T cell receptor beta variable 10-2,TRBV10-2,protein
,UniProtKB,A0A0K2S4Q6,CD300H,Protein CD300H,CD300H,protein
,UniProtKB,A0A0U1RQE8,GLYATL1B,Putative glycine N-acyltransferase-like protein 1B,GLYATL1B,protein
,UniProtKB,A0A0U1RQF7,DPEP2NB,DPEP2 neighbor protein,DPEP2NB,protein
,UniProtKB,A0A0U1RQI7,KLF18,Kruppel-like factor 18,KLF18,protein
,UniProtKB,A0A0U1RQS6,TMEM275,Transmembrane protein 275,TMEM275,protein
,UniProtKB,A0A0U1RR11,CENPVL1,Centromere protein V-like protein 1,CENPVL1|CENPVP1,protein
,UniProtKB,A0A0U1RRA0,ZNF593OS,Putative transmembrane protein ZNF593OS,ZNF593OS,protein
,UniProtKB,A0A0U1RRE5,NBDY,Negative regulator of P-body association,NBDY|LINC01420,protein
,UniProtKB,A0A0U1RRI6,CENPVL3,Centromere protein V-like protein 3,CENPVL3|CENPVP3,protein
,UniProtKB,A0A0U1RRN3,MISFA,Mitochondrial sheath formation-associated protein,MISFA|SPTY2D1-AS1|SPTY2D1OS,protein
,UniProtKB,A0A0X1KG70,OR4M2B,Olfactory receptor 4M2,OR4M2B,protein
,UniProtKB,A0A126GWI2,OR2A25,Olfactory receptor,OR2A25|hCG_1685803,protein
,UniProtKB,A0A140TA62,LOC100653049,IF rod domain-containing protein,LOC100653049,protein
,UniProtKB,A0A140TA64,LOC100996750,Uncharacterized protein,LOC100996750,protein
,UniProtKB,A0A140TA67,KRTAP9-6,Keratin-associated protein 9-6,KRTAP9-6,protein
,UniProtKB,A0A183,LCE6A,Late cornified envelope protein 6A,LCE6A|C1orf44,protein
,UniProtKB,A0A1B0GTB2,TUNAR,Protein TUNAR,TUNAR,protein
,UniProtKB,A0A1B0GTD5,SPMIP11,Sperm microtubule inner protein 11,SPMIP11|TEX49,protein
,UniProtKB,A0A1B0GTG8,LOC105372440,Uncharacterized protein,LOC105372440,protein
,UniProtKB,A0A1B0GTH6,CSNKA2IP,Casein kinase II subunit alpha'-interacting protein,CSNKA2IP,protein
,UniProtKB,A0A1B0GTH9,ZNF475,Zinc finger protein 475,ZNF475,protein
,UniProtKB,A0A1B0GTI8,TMEM272,Transmembrane protein 272,TMEM272,protein
,UniProtKB,A0A1B0GTK4,FAM237A,Protein FAM237A,FAM237A,protein
,UniProtKB,A0A1B0GTQ1,A0A1B0GTQ1,Uncharacterized protein,,protein
,UniProtKB,A0A1B0GTQ4,MYMX,Protein myomixer,MYMX,protein
,UniProtKB,A0A1B0GTR0,EDDM13,Epididymal protein 13,EDDM13,protein
,UniProtKB,A0A1B0GTU1,ZC3H11B,Zinc finger CCCH domain-containing protein 11B,ZC3H11B|ZC3HDC11B,protein
,UniProtKB,A0A1B0GTU2,CTXND1,Cortexin domain-containing 1 protein,CTXND1,protein
,UniProtKB,A0A1B0GTW7,CIROP,Ciliated left-right organizer metallopeptidase,CIROP|LMLN2,protein
,UniProtKB,A0A1B0GTY4,TEX50,Testis-expressed protein 50,TEX50,protein
,UniProtKB,A0A1B0GU29,SMIM28,Small integral membrane protein 28,SMIM28,protein
,UniProtKB,A0A1B0GUA5,SMIM32,Small integral membrane protein 32,SMIM32,protein
,UniProtKB,A0A1B0GUA7,TEX51,Testis-expressed protein 51,TEX51,protein
,UniProtKB,A0A1B0GUS4,UBE2L5,Ubiquitin-conjugating enzyme E2 L5,UBE2L5,protein
,UniProtKB,A0A1B0GUV7,TEX48,Testis-expressed protein 48,TEX48,protein
,UniProtKB,A0A1B0GUV8,LOC102723971,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC102723971,protein
,UniProtKB,A0A1B0GUW6,SPEM3,Uncharacterized protein SPEM3,SPEM3,protein
,UniProtKB,A0A1B0GUW7,SMIM27,Small integral membrane protein 27,SMIM27|C9orf133|TOPORS-AS1,protein
,UniProtKB,A0A1B0GUZ9,A0A1B0GUZ9,Uncharacterized protein,,protein
,UniProtKB,A0A1B0GV03,GOLGA6L7,Golgin subfamily A member 6-like protein 7,GOLGA6L7,protein
,UniProtKB,A0A1B0GV85,REELD1,Reelin domain-containing protein 1,REELD1,protein
,UniProtKB,A0A1B0GV90,CTXND2,Cortexin domain containing 2,CTXND2,protein
,UniProtKB,A0A1B0GVD1,FAM237B,Protein FAM237B,FAM237B,protein
,UniProtKB,A0A1B0GVH4,PRSS51,Serine protease-like protein 51,PRSS51,protein
,UniProtKB,A0A1B0GVM2,TCAF2C,Peptidase M60 domain-containing protein,TCAF2C,protein
,UniProtKB,A0A1B0GVM6,C11orf97,Uncharacterized protein C11orf97,C11orf97,protein
,UniProtKB,A0A1B0GVN3,C2orf92,Uncharacterized protein C2orf92,C2orf92|LINC01125,protein
,UniProtKB,A0A1B0GVQ0,SPAAR,Small regulatory polypeptide of amino acid response,SPAAR|LINC00961|SPAR,protein
,UniProtKB,A0A1B0GVT2,SMIM36,Small integral membrane protein 36,SMIM36,protein
,UniProtKB,A0A1B0GVV1,SMIM35,Small integral membrane protein 35,SMIM35|TMPRSS4-AS1,protein
,UniProtKB,A0A1B0GVY4,SMIM31,Small integral membrane protein 31,SMIM31,protein
,UniProtKB,A0A1B0GVZ9,TMEM269,Transmembrane protein 269,TMEM269,protein
,UniProtKB,A0A1B0GW54,SMIM39,Small integral membrane protein 39,SMIM39,protein
,UniProtKB,A0A1B0GW64,SMIM33,Small integral membrane protein 33,SMIM33,protein
,UniProtKB,A0A1B0GWG4,SERTM2,Serine-rich and transmembrane domain-containing 2,SERTM2,protein
,UniProtKB,A0A1B0GWH4,HSFX3,"Heat shock transcription factor, X-linked member 3",HSFX3,protein
,UniProtKB,A0A1B0GWH6,LASP1NB,LASP1 neighbor protein,LASP1NB|LINC00672,protein
,UniProtKB,A0A1B0GWK0,PVALEF,Parvalbumin-like EF-hand-containing protein,PVALEF,protein
,UniProtKB,A0A1B0GX31,TRBV7-6,T cell receptor beta variable 7-6,TRBV7-6,protein
,UniProtKB,A0A1B0GX49,TRBV6-4,T cell receptor beta variable 6-4,TRBV6-4,protein
,UniProtKB,A0A1B0GX51,TRBV7-8,T cell receptor beta variable 7-8,TRBV7-8,protein
,UniProtKB,A0A1B0GX56,TRDV1,T cell receptor delta variable 1,TRDV1,protein
,UniProtKB,A0A1B0GX68,TRBV2,T cell receptor beta variable 2,TRBV2,protein
,UniProtKB,A0A1B0GX78,TRBV12-5,T cell receptor beta variable 12-5,TRBV12-5,protein
,UniProtKB,A0A1B0GX95,TRBV7-4,T cell receptor beta variable 7-4,TRBV7-4,protein
,UniProtKB,A0A1B0GXF2,TRBV7-2,T cell receptor beta variable 7-2,TRBV7-2,protein
,UniProtKB,A0A1W2PP81,TAF11L5,TATA-box-binding protein-associated factor 11-like protein 5,TAF11L5,protein
,UniProtKB,A0A1W2PPD8,KDM4F,Probable lysine-specific demethylase 4F,KDM4F,protein
,UniProtKB,A0A1W2PPE2,TAF11L4,TATA-box-binding protein-associated factor 11-like protein 4,TAF11L4,protein
,UniProtKB,A0A1W2PPH5,TAF11L13,TATA-box-binding protein-associated factor 11-like protein 13,TAF11L13,protein
,UniProtKB,A0A1W2PPL8,TAF11L14,TATA-box-binding protein-associated factor 11-like protein 14,TAF11L14,protein
,UniProtKB,A0A1W2PPW3,TAF11L12,TATA-box-binding protein-associated factor 11-like protein 12,TAF11L12,protein
,UniProtKB,A0A1W2PQ09,TAF11L11,TATA-box-binding protein-associated factor 11-like protein 11,TAF11L11,protein
,UniProtKB,A0A1W2PQ27,SSU72L1,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 1,SSU72L1,protein
,UniProtKB,A0A1W2PQ64,SSU72L5,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 5,SSU72L5,protein
,UniProtKB,A0A1W2PQ73,ERFL,ETS domain-containing transcription factor ERF-like,ERFL,protein
,UniProtKB,A0A1W2PQC6,SSU72L4,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 4,SSU72L4,protein
,UniProtKB,A0A1W2PQD8,SSU72L2,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2,SSU72L2|SSU72P2,protein
,UniProtKB,A0A1W2PQJ5,SSU72L3,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 3,SSU72L3,protein
,UniProtKB,A0A1W2PQL4,ZNF722,Zinc finger protein 722,ZNF722|ZNF722P,protein
,UniProtKB,A0A1W2PQU2,KANTR,KANTR integral membrane protein,KANTR,protein
,UniProtKB,A0A1W2PR19,GSTT4,Glutathione S-transferase theta-4,GSTT4|GSTTP1,protein
,UniProtKB,A0A1W2PR48,TLE7,Transducin-like enhancer protein 7,TLE7,protein
,UniProtKB,A0A1W2PR64,TAF11L9,TATA-box-binding protein-associated factor 11-like protein 9,TAF11L9,protein
,UniProtKB,A0A1W2PR75,SSU72L6,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 6,SSU72L6,protein
,UniProtKB,A0A1W2PR82,PERCC1,Protein PERCC1,PERCC1,protein
,UniProtKB,A0A1W2PR95,IGBP1C,Immunoglobulin-binding protein 1 family member C,IGBP1C|IGBP1P2,protein
,UniProtKB,A0A1W2PRG0,A0A1W2PRG0,glutathione transferase,,protein
,UniProtKB,A0A1W2PRN1,A0A1W2PRN1,Golgin subfamily A conserved domain-containing protein,,protein
,UniProtKB,A0A1W2PRN6,LINC02218,TAFII28-like protein domain-containing protein,LINC02218|hCG_1807616,protein
,UniProtKB,A0A1W2PRP0,FOXL3,Forkhead box protein L3,FOXL3,protein
,UniProtKB,A0A1W2PRV1,TAF11L3,TATA-box-binding protein-associated factor 11-like protein 3,TAF11L3,protein
,UniProtKB,A0A286YEU6,OR1R1P,G-protein coupled receptors family 1 profile domain-containing protein,OR1R1P,protein
,UniProtKB,A0A286YEV6,SCYGR4,Small cysteine and glycine repeat-containing protein 4,SCYGR4|KRTAP28-4,protein
,UniProtKB,A0A286YEX9,SCYGR10,Small cysteine and glycine repeat-containing protein 10,SCYGR10|KRTAP28p2,protein
,UniProtKB,A0A286YEY9,SCYGR1,Small cysteine and glycine repeat-containing protein 1,SCYGR1|KRTAP28-1,protein
,UniProtKB,A0A286YF01,SCYGR7,Small cysteine and glycine repeat-containing protein 7,SCYGR7|KRTAP28-7,protein
,UniProtKB,A0A286YF18,SMIM44,Small integral membrane protein 44,SMIM44,protein
,UniProtKB,A0A286YF46,SCYGR5,Small cysteine and glycine repeat-containing protein 5,SCYGR5|KRTAP28-5,protein
,UniProtKB,A0A286YF58,TMEM271,Transmembrane protein 271,TMEM271,protein
,UniProtKB,A0A286YF60,SCYGR3,Small cysteine and glycine repeat-containing protein 3,SCYGR3|KRTAP28-3,protein
,UniProtKB,A0A286YF77,SCYGR6,Small cysteine and glycine repeat-containing protein 6,SCYGR6|KRTAP28-6,protein
,UniProtKB,A0A286YFB4,SCYGR2,Small cysteine and glycine repeat-containing protein 2,SCYGR2|KRTAP28-2,protein
,UniProtKB,A0A286YFG1,SCYGR8,Small cysteine and glycine repeat-containing protein 8,SCYGR8|KRTAP28-8,protein
,UniProtKB,A0A286YFK9,SMIM38,Small integral membrane protein 38,SMIM38,protein
,UniProtKB,A0A2R8Y2Y2,C8orf90,Uncharacterized protein C8orf90,C8orf90,protein
,UniProtKB,A0A2R8Y4L6,OR5D3P,Olfactory receptor,OR5D3P,protein
,UniProtKB,A0A2R8Y4M2,A0A2R8Y4M2,Uncharacterized protein,,protein
,UniProtKB,A0A2R8Y4M4,LOC122513141,RING-type domain-containing protein,LOC122513141,protein
,UniProtKB,A0A2R8Y4Y8,OOSP4B,Oocyte-secreted protein 4B,OOSP4B,protein
,UniProtKB,A0A2R8Y619,H2BK1,Histone H2B type 2-K1,H2BK1|H2BE1,protein
,UniProtKB,A0A2R8Y7Y5,CIST1,Protein CIST1,CIST1,protein
,UniProtKB,A0A2R8YCJ5,SMIM41,Small integral membrane protein 41,SMIM41,protein
,UniProtKB,A0A2R8YED5,OR5BS1P,Olfactory receptor,OR5BS1P|hCG_2044647,protein
,UniProtKB,A0A2R8YEG4,OR2A1,Olfactory receptor,OR2A1,protein
,UniProtKB,A0A2R8YEH3,LOC112268384,Olfactory receptor,LOC112268384,protein
,UniProtKB,A0A2R8YEV3,OR2A42,Olfactory receptor,OR2A42,protein
,UniProtKB,A0A2R8YFL7,OOSP4A,Oocyte-secreted protein 4A,OOSP4A,protein
,UniProtKB,A0A2R8YFM6,OOSP3,Oocyte-secreted protein 3,OOSP3,protein
,UniProtKB,A0A2R8YFR7,A0A2R8YFR7,DH domain-containing protein,,protein
,UniProtKB,A0A2R9YJI8,A0A2R9YJI8,Uncharacterized protein,,protein
,UniProtKB,A0A2U3TZM8,LOC112694756,Uncharacterized protein,LOC112694756,protein
,UniProtKB,A0A2Z4LIS9,FOXO3B,Forkhead box protein O3B,FOXO3B,protein
,UniProtKB,A0A3B3IRV3,MCTS2,Malignant T-cell-amplified sequence 2,MCTS2,protein
,UniProtKB,A0A3B3IS91,POLGARF,POLG alternative reading frame,POLGARF,protein
,UniProtKB,A0A3B3IT33,TRIM51G,Putative tripartite motif-containing protein 51G,TRIM51G|TRIM51GP,protein
,UniProtKB,A0A3B3IT45,OR51C1P,Olfactory receptor,OR51C1P|hCG_1685829,protein
,UniProtKB,A0A3B3IU46,RAMACL,RNA guanine-N7 methyltransferase-activating subunit-like protein,RAMACL,protein
,UniProtKB,A0A3B3IU63,H2AL3,Histone H2A-like 3,H2AL3|H2AL1RP,protein
,UniProtKB,A0A455ZAR2,LINC-PINT,Transcriptional regulator PINT87aa,LINC-PINT,protein
,UniProtKB,A0A494BZU4,TMEM217B,Putative transmembrane protein 217B,TMEM217B,protein
,UniProtKB,A0A494C0I6,A0A494C0I6,Uncharacterized protein,,protein
,UniProtKB,A0A494C1I1,LOC728392,Uncharacterized protein,LOC728392,protein
,UniProtKB,A0A494C1R9,TSPY9,Testis-specific Y-encoded protein 9,TSPY9|TSPY9P,protein
,UniProtKB,A0A499FJF3,A0A499FJF3,Rho-GAP domain-containing protein,,protein
,UniProtKB,A0A539,TRBV4-2,T cell receptor beta variable 4-2,TRBV4-2|TCRBV7S3A2|TCRBV7S3A2T,protein
,UniProtKB,A0A576,TRBV3-1,T cell receptor beta variable 3-1,TRBV3-1|TCRBV9S1A1T,protein
,UniProtKB,A0A577,TRBV4-1,T cell receptor beta variable 4-1,TRBV4-1|TCRBV7S1A1N2T,protein
,UniProtKB,A0A578,TRBV5-1,T cell receptor beta variable 5-1,TRBV5-1|TCRBV5S1A1T,protein
,UniProtKB,A0A584,TRBV11-2,T cell receptor beta variable 11-2,TRBV11-2|TCRBV21S3A2N2T,protein
,UniProtKB,A0A589,TRBV4-3,T cell receptor beta variable 4-3,TRBV4-3|TCRBV7S2A1N4T,protein
,UniProtKB,A0A590UK10,ARHGEF18,Rho guanine nucleotide exchange factor 18,ARHGEF18,protein
,UniProtKB,A0A590UK83,SMIM45,Small integral membrane protein 45,SMIM45|LINC00634,protein
,UniProtKB,A0A597,TRBV5-5,T cell receptor beta variable 5-5,TRBV5-5|TCRBV5S3A2T,protein
,UniProtKB,A0A599,TRBV5-6,T cell receptor beta variable 5-6,TRBV5-6|TCRBV5S2,protein
,UniProtKB,A0A5A2,TRBV5-8,T cell receptor beta variable 5-8,TRBV5-8|TCRBV5S4A2T,protein
,UniProtKB,A0A5A6,TRBV11-3,T cell receptor beta variable 11-3,TRBV11-3|TCRBV21S2A2,protein
,UniProtKB,A0A5B0,TRBV14,T cell receptor beta variable 14,TRBV14|TCRBV14S1|TCRBV16S1A1N1,protein
,UniProtKB,A0A5B6,TRBV28,T cell receptor beta variable 28,TRBV28|TCRBV3S1,protein
,UniProtKB,A0A5B7,TRBV29-1,T cell receptor beta variable 29-1,TRBV29-1|TCRBV4S1A1T,protein
,UniProtKB,A0A5B9,TRBC2,T cell receptor beta constant 2,TRBC2|TCRBC2,protein
,UniProtKB,A0A5F9ZH02,SMIM42,Small integral membrane protein 42,SMIM42,protein
,UniProtKB,A0A5F9ZHS7,NFILZ,NFIL3 like protein,NFILZ,protein
,UniProtKB,A0A6I8PU40,TUG1,Taurine up-regulated 1 protein,TUG1,protein
,UniProtKB,A0A7I2V2S6,A0A7I2V2S6,Uncharacterized protein,,protein
,UniProtKB,A0A7I2V3R4,LOC122319436,RING-type domain-containing protein,LOC122319436,protein
,UniProtKB,A0A7P0TAN4,LOC122539214,Uncharacterized protein,LOC122539214,protein
,UniProtKB,A0A7P0TBJ1,HAPSTR2,HUWE1-associated protein modifying stress responses 2,HAPSTR2,protein
,UniProtKB,A0A804HLA8,GNG5B,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5B,GNG5B|GNG5P2,protein
,UniProtKB,A0A8I5KQE6,RPSA2,Small ribosomal subunit protein uS2B,RPSA2|RPSA|RPSAP58,protein
,UniProtKB,A0A8I5KW96,AK4P3,"Adenylate kinase 4, mitochondrial",AK4P3|AK3L1|AK4,protein
,UniProtKB,A0A8Q3SIG1,LOC400499,Vitellogenin domain-containing protein,LOC400499,protein
,UniProtKB,A0A8Q3SIZ7,A0A8Q3SIZ7,Uncharacterized protein,,protein
,UniProtKB,A0A8Q3WKH5,H2AL1Q,Histone H2A,H2AL1Q,protein
,UniProtKB,A0AV02,SLC12A8,Solute carrier family 12 member 8,SLC12A8|CCC9,protein
,UniProtKB,A0AV96,RBM47,RNA-binding protein 47,RBM47,protein
,UniProtKB,A0AVF1,IFT56,Intraflagellar transport protein 56,IFT56|TTC26,protein
,UniProtKB,A0AVI2,FER1L5,Fer-1-like protein 5,FER1L5,protein
,UniProtKB,A0AVI4,TMEM129,E3 ubiquitin-protein ligase TM129,TMEM129,protein
,UniProtKB,A0AVK6,E2F8,Transcription factor E2F8,E2F8,protein
,UniProtKB,A0AVT1,UBA6,Ubiquitin-like modifier-activating enzyme 6,UBA6|MOP4|UBE1L2,protein
,UniProtKB,A0FGR8,ESYT2,Extended synaptotagmin-2,ESYT2|FAM62B|KIAA1228,protein
,UniProtKB,A0FGR9,ESYT3,Extended synaptotagmin-3,ESYT3|FAM62C,protein
,UniProtKB,A0JD32,TRAV38-2DV8,T cell receptor alpha variable 38-2/delta variable 8,TRAV38-2DV8,protein
,UniProtKB,A0JD36,TRDV2,T cell receptor delta variable 2,TRDV2|hDV102S1,protein
,UniProtKB,A0JD37,TRDV3,T cell receptor delta variable 3,TRDV3|hDV103S1,protein
,UniProtKB,A0JLT2,MED19,Mediator of RNA polymerase II transcription subunit 19,MED19|LCMR1,protein
,UniProtKB,A0JNW5,BLTP3B,Bridge-like lipid transfer protein family member 3B,BLTP3B|KIAA0701|SHIP164|UHRF1BP1L,protein
,UniProtKB,A0JP26,POTEB3,POTE ankyrin domain family member B3,POTEB3,protein
,UniProtKB,A0M8Q6,IGLC7,Immunoglobulin lambda constant 7,IGLC7,protein
,UniProtKB,A0MZ66,SHTN1,Shootin-1,SHTN1|KIAA1598,protein
,UniProtKB,A0PJE2,DHRS12,Dehydrogenase/reductase SDR family member 12,DHRS12|SDR40C1,protein
,UniProtKB,A0PJK1,SLC5A10,Sodium/mannose cotransporter SLC5A10,SLC5A10|SGLT5,protein
,UniProtKB,A0PJW6,TMEM223,Transmembrane protein 223,TMEM223,protein
,UniProtKB,A0PJW8,DAPL1,Death-associated protein-like 1,DAPL1|EEDA,protein
,UniProtKB,A0PJX0,CIB4,Calcium and integrin-binding family member 4,CIB4,protein
,UniProtKB,A0PJX4,SHISA3,Protein shisa-3 homolog,SHISA3,protein
,UniProtKB,A0PJX8,TMEM82,Transmembrane protein 82,TMEM82,protein
,UniProtKB,A0PJY2,FEZF1,Fez family zinc finger protein 1,FEZF1|FEZ|ZNF312B,protein
,UniProtKB,A0PJZ3,GXYLT2,Glucoside xylosyltransferase 2,GXYLT2|GLT8D4,protein
,UniProtKB,A0PK00,TMEM120B,Transmembrane protein 120B,TMEM120B,protein
,UniProtKB,A0PK05,TMEM72,Transmembrane protein 72,TMEM72|C10orf127|KSP37,protein
,UniProtKB,A0PK11,CLRN2,Clarin-2,CLRN2,protein
,UniProtKB,A0A024RBG1,NUDT4B,Diphosphoinositol polyphosphate phosphohydrolase NUDT4B,NUDT4B,protein
,UniProtKB,A0A075B6H7,IGKV3-7,Probable non-functional immunoglobulin kappa variable 3-7,IGKV3-7,protein
,UniProtKB,A0A075B6H8,IGKV1D-42,Probable non-functional immunoglobulin kappa variable 1D-42,IGKV1D-42,protein
,UniProtKB,A0A075B6H9,IGLV4-69,Immunoglobulin lambda variable 4-69,IGLV4-69,protein
,UniProtKB,A0A075B6I0,IGLV8-61,Immunoglobulin lambda variable 8-61,IGLV8-61,protein
,UniProtKB,A0A075B6I1,IGLV4-60,Immunoglobulin lambda variable 4-60,IGLV4-60,protein
,UniProtKB,A0A075B6I3,IGLV11-55,Probable non-functional immunoglobulin lambda variable 11-55,IGLV11-55,protein
,UniProtKB,A0A075B6I4,IGLV10-54,Immunoglobulin lambda variable 10-54,IGLV10-54,protein
,UniProtKB,A0A075B6I6,IGLV1-50,Probable non-functional immunoglobulin lambda variable 1-50,IGLV1-50,protein
,UniProtKB,A0A075B6I7,IGLV5-48,Probable non-functional immunoglobulin lambda variable 5-48,IGLV5-48,protein
,UniProtKB,A0A075B6I9,IGLV7-46,Immunoglobulin lambda variable 7-46,IGLV7-46,protein
,UniProtKB,A0A075B6J1,IGLV5-37,Immunoglobulin lambda variable 5-37,IGLV5-37,protein
,UniProtKB,A0A075B6J2,IGLV2-33,Probable non-functional immunoglobulin lambda variable 2-33,IGLV2-33,protein
,UniProtKB,A0A075B6J6,IGLV3-22,Immunoglobulin lambda variable 3-22,IGLV3-22,protein
,UniProtKB,A0A075B6J9,IGLV2-18,Immunoglobulin lambda variable 2-18,IGLV2-18,protein
,UniProtKB,A0A075B6K0,IGLV3-16,Immunoglobulin lambda variable 3-16,IGLV3-16,protein
,UniProtKB,A0A075B6K2,IGLV3-12,Immunoglobulin lambda variable 3-12,IGLV3-12,protein
,UniProtKB,A0A075B6K4,IGLV3-10,Immunoglobulin lambda variable 3-10,IGLV3-10,protein
,UniProtKB,A0A075B6K5,IGLV3-9,Immunoglobulin lambda variable 3-9,IGLV3-9,protein
